result_id,event_title,edition,edition_id,sport,result_date,result_location,result_participants,result_detail
18000662,"Team, Women",2020 Summer Olympics,61,Archery,23 – 25 July 2021,"Yumenoshima Park Archery Field, Koto, Tokyo",36 from 12 countries,na
18000492,"Individual, Men",2020 Summer Olympics,61,Archery,23 – 31 July 2021,"Yumenoshima Park Archery Field, Koto, Tokyo",64 from 40 countries,na
18000566,"Team, Men",2020 Summer Olympics,61,Archery,23 – 26 July 2021,"Yumenoshima Park Archery Field, Koto, Tokyo",36 from 12 countries,na
18000588,"Individual, Women",2020 Summer Olympics,61,Archery,23 – 30 July 2021,"Yumenoshima Park Archery Field, Koto, Tokyo",64 from 40 countries,na
301118,"Individual, Women",2012 Summer Olympics,54,Archery,27 July –  2 August 2012,"Lord's Cricket Ground, St John's Wood, London",64 from 40 countries,na
301000,"Team, Men",2012 Summer Olympics,54,Archery,27 – 28 July 2012,"Lord's Cricket Ground, St John's Wood, London",36 from 12 countries,na
301022,"Team, Women",2012 Summer Olympics,54,Archery,27 – 29 July 2012,"Lord's Cricket Ground, St John's Wood, London",36 from 12 countries,na
301044,"Individual, Men",2012 Summer Olympics,54,Archery,27 July –  3 August 2012,"Lord's Cricket Ground, St John's Wood, London",64 from 40 countries,na
40541,"Individual, Men",1972 Summer Olympics,18,Archery,7 – 10 September 1972,"Bogenschießanlage, Englischer Garten, München",55 from 24 countries,na
40556,"Individual, Women",1972 Summer Olympics,18,Archery,7 – 10 September 1972,"Bogenschießanlage, Englischer Garten, München",40 from 21 countries,na
925614,"Flight Shooting, Women",1904 Summer Olympics,3,Archery,—,"Francis Field, Washington University, St. Louis",1 from 1 countries,na
40519,"Double Columbia Round, Women",1904 Summer Olympics,3,Archery,19 September 1904,"Francis Field, Washington University, St. Louis",6 from 1 countries,na
40515,"Team Round, Men",1904 Summer Olympics,3,Archery,21 September 1904,"Francis Field, Washington University, St. Louis",16 from 1 countries,na
40511,"Double American Round, Men",1904 Summer Olympics,3,Archery,19 September 1904,"Francis Field, Washington University, St. Louis",22 from 1 countries,na
925613,"Flight Shooting, Men",1904 Summer Olympics,3,Archery,—,"Francis Field, Washington University, St. Louis",1 from 1 countries,na
40507,"Double York Round, Men",1904 Summer Olympics,3,Archery,20 September 1904,"Francis Field, Washington University, St. Louis",16 from 1 countries,na
41463,"Team Round, Women",1904 Summer Olympics,3,Archery,21 September 1904,"Francis Field, Washington University, St. Louis",4 from 1 countries,na
40516,"Double National Round, Women",1904 Summer Olympics,3,Archery,20 September 1904,"Francis Field, Washington University, St. Louis",6 from 1 countries,na
40586,"Individual, Women",1976 Summer Olympics,19,Archery,27 – 30 July 1976,"Terrain de tir à l'arc olympique, Joliette, Québec",27 from 16 countries,na
40571,"Individual, Men",1976 Summer Olympics,19,Archery,27 – 30 July 1976,"Terrain de tir à l'arc olympique, Joliette, Québec",37 from 23 countries,na
40957,"Team, Men",1996 Summer Olympics,24,Archery,28 July –  2 August 1996,"Stone Mountain Archery Center, Stone Mountain, Georgia",45 from 15 countries,na
40883,"Individual, Men",1996 Summer Olympics,24,Archery,28 July –  1 August 1996,"Stone Mountain Archery Center, Stone Mountain, Georgia",64 from 31 countries,na
41055,"Team, Women",1996 Summer Olympics,24,Archery,28 July –  2 August 1996,"Stone Mountain Archery Center, Stone Mountain, Georgia",45 from 15 countries,na
40981,"Individual, Women",1996 Summer Olympics,24,Archery,28 – 31 July 1996,"Stone Mountain Archery Center, Stone Mountain, Georgia",64 from 29 countries,na
41367,"Individual, Women",2004 Summer Olympics,26,Archery,12 – 18 August 2004,"Panathinaiko Stadio, Athina / Proponitirio Toksovolias, Akharnes",64 from 31 countries,na
41271,"Individual, Men",2004 Summer Olympics,26,Archery,12 – 19 August 2004,"Panathinaiko Stadio, Athina / Proponitirio Toksovolias, Akharnes",64 from 35 countries,na
41441,"Team, Women",2004 Summer Olympics,26,Archery,12 – 20 August 2004,"Panathinaiko Stadio, Athina / Proponitirio Toksovolias, Akharnes",45 from 15 countries,na
41345,"Team, Men",2004 Summer Olympics,26,Archery,12 – 21 August 2004,"Panathinaiko Stadio, Athina / Proponitirio Toksovolias, Akharnes",39 from 13 countries,na
40601,"Individual, Men",1980 Summer Olympics,20,Archery,30 July –  2 August 1980,"Polya dlya strelby iz luka, Sportivny komplex Krylatskoye, Moskva",38 from 25 countries,na
40616,"Individual, Women",1980 Summer Olympics,20,Archery,30 July –  2 August 1980,"Polya dlya strelby iz luka, Sportivny komplex Krylatskoye, Moskva",29 from 18 countries,na
41249,"Team, Women",2000 Summer Olympics,25,Archery,16 – 21 September 2000,"Sydney International Archery Park, Olympic Park, Sydney, New South Wales",36 from 12 countries,na
41079,"Individual, Men",2000 Summer Olympics,25,Archery,16 – 20 September 2000,"Sydney International Archery Park, Olympic Park, Sydney, New South Wales",64 from 32 countries,na
41153,"Team, Men",2000 Summer Olympics,25,Archery,16 – 22 September 2000,"Sydney International Archery Park, Olympic Park, Sydney, New South Wales",42 from 14 countries,na
41175,"Individual, Women",2000 Summer Olympics,25,Archery,16 – 19 September 2000,"Sydney International Archery Park, Olympic Park, Sydney, New South Wales",64 from 34 countries,na
257024,"Team, Men",2008 Summer Olympics,53,Archery,9 – 11 August 2008,"Beijing Aolinpike Gongyuan Shejianchang, Beijing Aolinpike Gongyuan, Beijing",36 from 12 countries,na
256950,"Individual, Men",2008 Summer Olympics,53,Archery,9 – 15 August 2008,"Beijing Aolinpike Gongyuan Shejianchang, Beijing Aolinpike Gongyuan, Beijing",64 from 37 countries,na
257046,"Individual, Women",2008 Summer Olympics,53,Archery,9 – 14 August 2008,"Beijing Aolinpike Gongyuan Shejianchang, Beijing Aolinpike Gongyuan, Beijing",64 from 35 countries,na
257120,"Team, Women",2008 Summer Olympics,53,Archery,9 – 10 August 2008,"Beijing Aolinpike Gongyuan Shejianchang, Beijing Aolinpike Gongyuan, Beijing",30 from 10 countries,na
18000470,"Team, Mixed",2020 Summer Olympics,61,Archery,23 – 24 July 2021,"Yumenoshima Park Archery Field, Koto, Tokyo / Yumenoshima Park Archery Field, Koto, Tokyo",61 from 29 countries,na
900491,"Individual, Men",1988 Summer Olympics,22,Bowling,18 September 1988,"Ro-yal Bol-ling Sen-ta, Seoul",12 from 12 countries,na
900492,"Individual, Women",1988 Summer Olympics,22,Bowling,18 September 1988,"Ro-yal Bol-ling Sen-ta, Seoul",12 from 12 countries,na
21150,"Cricket, Men",1900 Summer Olympics,2,Cricket,19 – 20 August 1900,"Vélodrome Municipal de Vincennes, Paris",24 from 2 countries,na
39517,"Doubles, Open",1900 Summer Olympics,2,Croquet,22 July 1900,"Cercle du Bois de Boulogne, Paris",2 from 1 countries,na
925110,"Singles, Two Balls, Handicap, Men",1900 Summer Olympics,2,Croquet,—,"Cercle du Bois de Boulogne, Paris",1 from 1 countries,na
39500,"Singles, One Ball, Open",1900 Summer Olympics,2,Croquet,28 June 1900,"Cercle du Bois de Boulogne, Paris",9 from 1 countries,na
39504,"Singles, Two Balls, Open",1900 Summer Olympics,2,Croquet,4 – 11 July 1900,"Cercle du Bois de Boulogne, Paris",8 from 1 countries,na
2721,"Curling, Women",2006 Winter Olympics,49,Curling,13 – 23 February 2006,"Palaghiaccio, Pinerolo",46 from 10 countries,na
2667,"Curling, Men",2006 Winter Olympics,49,Curling,13 – 24 February 2006,"Palaghiaccio, Pinerolo",45 from 10 countries,na
905235,"Curling, Women",1988 Winter Olympics,43,Curling,15 – 20 February 1988,"Max Bell Arena, Calgary",36 from 8 countries,na
905198,"Curling, Men",1988 Winter Olympics,43,Curling,14 – 20 February 1988,"Max Bell Arena, Calgary",36 from 8 countries,na
2475,"Curling, Men",1924 Winter Olympics,29,Curling,28 – 30 January 1924,"Stade Olympique, Chamonix",16 from 3 countries,na
905002,"Curling, Men",1932 Winter Olympics,31,Curling,4 –  5 February 1932,"Olympic Arena, Lake Placid",32 from 2 countries,na
2557,"Curling, Men",2002 Winter Olympics,47,Curling,11 – 22 February 2002,"The Ice Sheet, Ogden, Utah",49 from 10 countries,na
2611,"Curling, Women",2002 Winter Olympics,47,Curling,11 – 21 February 2002,"The Ice Sheet, Ogden, Utah",47 from 10 countries,na
2481,"Curling, Men",1998 Winter Olympics,46,Curling,9 – 15 February 1998,"Kazakoshi Park Arena, Karuizawa",40 from 8 countries,na
2520,"Curling, Women",1998 Winter Olympics,46,Curling,9 – 15 February 1998,"Kazakoshi Park Arena, Karuizawa",40 from 8 countries,na
905418,"Curling, Men",1992 Winter Olympics,44,Curling,17 – 22 February 1992,"La Patinoire, Pralognan-la-Vanoise",40 from 8 countries,na
905442,"Curling, Women",1992 Winter Olympics,44,Curling,17 – 22 February 1992,"La Patinoire, Pralognan-la-Vanoise",40 from 8 countries,na
924126,"Curling, Women",2010 Winter Olympics,57,Curling,16 – 26 February 2010,"Vancouver Olympic Centre, Vancouver",46 from 10 countries,na
924070,"Curling, Men",2010 Winter Olympics,57,Curling,16 – 27 February 2010,"Vancouver Olympic Centre, Vancouver",47 from 10 countries,na
350096,"Curling, Men",2014 Winter Olympics,58,Curling,10 – 21 February 2014,"Kyorlingovyi Tsentr Ledyanoy Kub, Coastal Cluster, Adler",44 from 10 countries,na
350152,"Curling, Women",2014 Winter Olympics,58,Curling,10 – 20 February 2014,"Kyorlingovyi Tsentr Ledyanoy Kub, Coastal Cluster, Adler",43 from 10 countries,na
19019868,"Doubles, Mixed",2022 Winter Olympics,62,Curling,2 –  8 February 2022,"Beijing Guojia Youyong Zhongxin, Beijing Aolinpike Gongyuan, Beijing",20 from 10 countries,na
19019760,"Curling, Men",2022 Winter Olympics,62,Curling,9 – 19 February 2022 — 14:05,"Beijing Guojia Youyong Zhongxin, Beijing Aolinpike Gongyuan, Beijing",45 from 10 countries,na
19019814,"Curling, Women",2022 Winter Olympics,62,Curling,10 – 20 February 2022,"Beijing Guojia Youyong Zhongxin, Beijing Aolinpike Gongyuan, Beijing",44 from 10 countries,na
9000320,"Curling, Men",2018 Winter Olympics,60,Curling,14 – 24 February 2018,"Gangneung Curling Centre, Gangneung Olympic Park, Coastal Cluster, Gangneung",44 from 10 countries,na
9000374,"Curling, Women",2018 Winter Olympics,60,Curling,14 – 25 February 2018,"Gangneung Curling Centre, Gangneung Olympic Park, Coastal Cluster, Gangneung",43 from 10 countries,na
9000428,"Doubles, Mixed",2018 Winter Olympics,60,Curling,8 – 13 February 2018,"Gangneung Curling Centre, Gangneung Olympic Park, Coastal Cluster, Gangneung",16 from 8 countries,na
923213,"Sabre, Individual, Men",1896 Summer Olympics,1,Fencing, 9 April 1896,"Zappeion, Athina",7 from 5 countries,na
72029,"Foil, Masters, Individual, Men",1896 Summer Olympics,1,Fencing, 7 April 1896,"Zappeion, Athina",2 from 2 countries,na
72000,"Foil, Individual, Men",1896 Summer Olympics,1,Fencing, 7 April 1896,"Zappeion, Athina",8 from 2 countries,na
311322,"Sabre, Individual, Women",2012 Summer Olympics,54,Fencing, 1 August 2012,"ExCeL, Newham, London",32 from 25 countries,na
311213,"Foil, Individual, Men",2012 Summer Olympics,54,Fencing,31 July 2012,"ExCeL, Newham, London",38 from 20 countries,na
311412,"Foil, Team, Women",2012 Summer Olympics,54,Fencing, 5 August 2012,"ExCeL, Newham, London",36 from 9 countries,na
311142,"Épée, Individual, Women",2012 Summer Olympics,54,Fencing,30 July 2012,"ExCeL, Newham, London",37 from 21 countries,na
311360,"Foil, Team, Men",2012 Summer Olympics,54,Fencing, 5 August 2012,"ExCeL, Newham, London",35 from 9 countries,na
311438,"Épée, Team, Women",2012 Summer Olympics,54,Fencing, 5 August 2012,"ExCeL, Newham, London",31 from 8 countries,na
311386,"Sabre, Team, Men",2012 Summer Olympics,54,Fencing, 5 August 2012,"ExCeL, Newham, London",31 from 8 countries,na
311284,"Épée, Individual, Men",2012 Summer Olympics,54,Fencing, 1 August 2012,"ExCeL, Newham, London",30 from 24 countries,na
311000,"Foil, Individual, Women",2012 Summer Olympics,54,Fencing,28 July 2012,"ExCeL, Newham, London",38 from 20 countries,na
311071,"Sabre, Individual, Men",2012 Summer Olympics,54,Fencing,29 July 2012,"ExCeL, Newham, London",37 from 21 countries,na
80279,"Foil, Individual, Women",1928 Summer Olympics,9,Fencing,31 July –  1 August 1928,"Schermzaal, Amsterdam",27 from 11 countries,na
79878,"Sabre, Team, Men",1928 Summer Olympics,9,Fencing,8 –  9 August 1928,"Schermzaal, Amsterdam",65 from 12 countries,na
77461,"Épée, Individual, Men",1928 Summer Olympics,9,Fencing,6 –  7 August 1928,"Schermzaal, Amsterdam",59 from 22 countries,na
79044,"Épée, Team, Men",1928 Summer Olympics,9,Fencing,3 –  5 August 1928,"Schermzaal, Amsterdam",95 from 18 countries,na
78064,"Sabre, Individual, Men",1928 Summer Olympics,9,Fencing,10 – 11 August 1928,"Schermzaal, Amsterdam",44 from 17 countries,na
77141,"Foil, Individual, Men",1928 Summer Olympics,9,Fencing,31 July –  1 August 1928,"Schermzaal, Amsterdam",54 from 23 countries,na
78332,"Foil, Team, Men",1928 Summer Olympics,9,Fencing,29 – 30 July 1928,"Schermzaal, Amsterdam",88 from 16 countries,na
76478,"Sabre, Team, Men",1924 Summer Olympics,8,Fencing,12 – 15 July 1924,"Vélodrome d'Hiver, Paris",80 from 14 countries,na
74397,"Épée, Individual, Men",1924 Summer Olympics,8,Fencing,10 – 11 July 1924,"Vélodrome d'Hiver, Paris",67 from 18 countries,na
75162,"Sabre, Individual, Men",1924 Summer Olympics,8,Fencing,16 – 18 July 1924,"Vélodrome d'Hiver, Paris",47 from 15 countries,na
75902,"Épée, Team, Men",1924 Summer Olympics,8,Fencing,6 –  9 July 1924,"Vélodrome d'Hiver, Paris",89 from 16 countries,na
77020,"Foil, Individual, Women",1924 Summer Olympics,8,Fencing,2 –  4 July 1924,"Vélodrome d'Hiver, Paris",25 from 9 countries,na
74111,"Foil, Individual, Men",1924 Summer Olympics,8,Fencing,1 –  4 July 1924,"Vélodrome d'Hiver, Paris",49 from 17 countries,na
75460,"Foil, Team, Men",1924 Summer Olympics,8,Fencing,27 – 30 June 1924,"Vélodrome d'Hiver, Paris",67 from 12 countries,na
923215,"Épée, Masters and Amateurs, Individual, Men",1900 Summer Olympics,2,Fencing,15 June 1900 — 14:00,"Jardin des Tuileries, Paris",8 from 2 countries,na
72214,"Épée, Masters, Individual, Men",1900 Summer Olympics,2,Fencing,11 – 14 June 1900,"Jardin des Tuileries, Paris",42 from 4 countries,na
72112,"Épée, Individual, Men",1900 Summer Olympics,2,Fencing,1 – 14 June 1900,"Jardin des Tuileries, Paris",103 from 11 countries,na
89864,"Foil, Individual, Women",1960 Summer Olympics,15,Fencing,31 August –  1 September 1960,"Palazzo dei Congressi, Roma",56 from 24 countries,na
88311,"Foil, Team, Men",1960 Summer Olympics,15,Fencing, 2 September 1960,"Palazzo dei Congressi, Roma",77 from 16 countries,na
90185,"Foil, Team, Women",1960 Summer Olympics,15,Fencing, 3 September 1960,"Palazzo dei Congressi, Roma",57 from 12 countries,na
89399,"Sabre, Team, Men",1960 Summer Olympics,15,Fencing,10 September 1960,"Palazzo dei Congressi, Roma",79 from 16 countries,na
86895,"Foil, Individual, Men",1960 Summer Olympics,15,Fencing,29 – 30 August 1960,"Palazzo dei Congressi, Roma",78 from 31 countries,na
87377,"Épée, Individual, Men",1960 Summer Olympics,15,Fencing,5 –  6 September 1960,"Palazzo dei Congressi, Roma",79 from 32 countries,na
87876,"Sabre, Individual, Men",1960 Summer Olympics,15,Fencing,7 –  8 September 1960,"Palazzo dei Congressi, Roma",70 from 29 countries,na
88778,"Épée, Team, Men",1960 Summer Olympics,15,Fencing, 9 September 1960,"Palazzo dei Congressi, Roma",105 from 21 countries,na
86675,"Sabre, Team, Men",1952 Summer Olympics,13,Fencing,29 – 30 July 1952,"Westendin tennishalli, Espoo",95 from 19 countries,na
86533,"Épée, Individual, Men",1952 Summer Olympics,13,Fencing,27 – 28 July 1952,"Westendin tennishalli, Espoo",76 from 29 countries,na
86553,"Sabre, Individual, Men",1952 Summer Olympics,13,Fencing,31 July –  1 August 1952,"Westendin tennishalli, Espoo",66 from 26 countries,na
86573,"Foil, Team, Men",1952 Summer Olympics,13,Fencing,21 – 22 July 1952,"Westendin tennishalli, Espoo",77 from 15 countries,na
86512,"Foil, Individual, Men",1952 Summer Olympics,13,Fencing,23 – 24 July 1952,"Westendin tennishalli, Espoo",61 from 25 countries,na
86618,"Épée, Team, Men",1952 Summer Olympics,13,Fencing,25 – 26 July 1952,"Westendin tennishalli, Espoo",97 from 19 countries,na
86731,"Foil, Individual, Women",1952 Summer Olympics,13,Fencing,26 – 27 July 1952,"Westendin tennishalli, Espoo",37 from 15 countries,na
86748,"Foil, Individual, Men",1956 Summer Olympics,14,Fencing,26 November 1956,"Town Hall, St. Kilda, Victoria",32 from 14 countries,na
86762,"Épée, Individual, Men",1956 Summer Olympics,14,Fencing,30 November 1956,"Town Hall, St. Kilda, Victoria",41 from 18 countries,na
86859,"Sabre, Team, Men",1956 Summer Olympics,14,Fencing, 3 December 1956,"Town Hall, St. Kilda, Victoria",43 from 8 countries,na
86781,"Sabre, Individual, Men",1956 Summer Olympics,14,Fencing, 5 December 1956,"Town Hall, St. Kilda, Victoria",35 from 17 countries,na
86883,"Foil, Individual, Women",1956 Summer Olympics,14,Fencing,29 November 1956,"Town Hall, St. Kilda, Victoria",23 from 11 countries,na
86802,"Foil, Team, Men",1956 Summer Olympics,14,Fencing,23 November 1956,"Town Hall, St. Kilda, Victoria",49 from 9 countries,na
86829,"Épée, Team, Men",1956 Summer Olympics,14,Fencing,28 November 1956,"Town Hall, St. Kilda, Victoria",55 from 11 countries,na
9016727,"Foil, Individual, Open",1908 Summer Olympics,5,Fencing,23 July 1908 — 21:00,"Prince's Hall, Piccadilly, London",22 from 12 countries,na
112706,"Sabre, Individual, Men",1992 Summer Olympics,23,Fencing, 2 August 1992,"Palacio de la Metalurgia, Barcelona",44 from 19 countries,na
113974,"Foil, Individual, Women",1992 Summer Olympics,23,Fencing,30 July 1992,"Palacio de la Metalurgia, Barcelona",46 from 19 countries,na
112098,"Foil, Individual, Men",1992 Summer Olympics,23,Fencing,31 July 1992,"Palacio de la Metalurgia, Barcelona",59 from 25 countries,na
112932,"Foil, Team, Men",1992 Summer Olympics,23,Fencing,4 –  5 August 1992,"Palacio de la Metalurgia, Barcelona",59 from 12 countries,na
114197,"Foil, Team, Women",1992 Summer Olympics,23,Fencing,3 –  4 August 1992,"Palacio de la Metalurgia, Barcelona",60 from 12 countries,na
113552,"Sabre, Team, Men",1992 Summer Olympics,23,Fencing,6 –  7 August 1992,"Palacio de la Metalurgia, Barcelona",61 from 12 countries,na
113130,"Épée, Team, Men",1992 Summer Olympics,23,Fencing,5 –  6 August 1992,"Palacio de la Metalurgia, Barcelona",60 from 12 countries,na
112379,"Épée, Individual, Men",1992 Summer Olympics,23,Fencing, 1 August 1992,"Palacio de la Metalurgia, Barcelona",70 from 30 countries,na
73551,"Foil, Individual, Men",1912 Summer Olympics,6,Fencing,6 –  8 July 1912,"Östermalms Idrottsplats, Stockholm",94 from 15 countries,na
73831,"Sabre, Team, Men",1912 Summer Olympics,6,Fencing,14 – 15 July 1912,"Östermalms Idrottsplats, Stockholm",69 from 11 countries,na
73777,"Épée, Team, Men",1912 Summer Olympics,6,Fencing,9 – 10 July 1912,"Östermalms Idrottsplats, Stockholm",59 from 11 countries,na
73612,"Épée, Individual, Men",1912 Summer Olympics,6,Fencing,11 – 13 July 1912,"Östermalms Idrottsplats, Stockholm",93 from 15 countries,na
73673,"Sabre, Individual, Men",1912 Summer Olympics,6,Fencing,16 – 18 July 1912,"Östermalms Idrottsplats, Stockholm",64 from 12 countries,na
74037,"Épée, Team, Men",1920 Summer Olympics,7,Fencing,20 August 1920,"Floraliën, Middelheimpark, Antwerpen",72 from 11 countries,na
923221,"Sabre, Team, Men",1920 Summer Olympics,7,Fencing,24 August 1920 — 15:00,"Floraliën, Middelheimpark, Antwerpen",50 from 8 countries,na
73998,"Sabre, Individual, Men",1920 Summer Olympics,7,Fencing,25 – 26 August 1920,"Floraliën, Middelheimpark, Antwerpen",43 from 9 countries,na
73962,"Foil, Individual, Men",1920 Summer Olympics,7,Fencing,17 – 18 August 1920,"Floraliën, Middelheimpark, Antwerpen",56 from 10 countries,na
85856,"Foil, Individual, Men",1948 Summer Olympics,12,Fencing,3 –  4 August 1948,"Palace of Engineering, Wembley, London",63 from 25 countries,na
86162,"Épée, Team, Men",1948 Summer Olympics,12,Fencing,5 –  6 August 1948,"Palace of Engineering, Wembley, London",113 from 21 countries,na
85971,"Sabre, Individual, Men",1948 Summer Olympics,12,Fencing,12 – 13 August 1948,"Palace of Engineering, Wembley, London",60 from 24 countries,na
85903,"Épée, Individual, Men",1948 Summer Olympics,12,Fencing,7 –  9 August 1948,"Palace of Engineering, Wembley, London",66 from 25 countries,na
86321,"Sabre, Team, Men",1948 Summer Olympics,12,Fencing,10 – 11 August 1948,"Palace of Engineering, Wembley, London",85 from 17 countries,na
86467,"Foil, Individual, Women",1948 Summer Olympics,12,Fencing,31 July –  2 August 1948,"Palace of Engineering, Wembley, London",39 from 15 countries,na
86018,"Foil, Team, Men",1948 Summer Olympics,12,Fencing,30 – 31 July 1948,"Palace of Engineering, Wembley, London",82 from 16 countries,na
82339,"Épée, Individual, Men",1936 Summer Olympics,11,Fencing,9 – 11 August 1936,"Tennisplätze, Reichssportfeld, Berlin",68 from 26 countries,na
92073,"Épée, Team, Men",1964 Summer Olympics,16,Fencing,20 – 21 October 1964,"Memorial Hall, Waseda Daigaku, Shinjuku, Tokyo",84 from 18 countries,na
93205,"Foil, Team, Women",1964 Summer Olympics,16,Fencing,16 – 17 October 1964,"Memorial Hall, Waseda Daigaku, Shinjuku, Tokyo",47 from 10 countries,na
90541,"Foil, Individual, Men",1964 Summer Olympics,16,Fencing,13 – 14 October 1964,"Memorial Hall, Waseda Daigaku, Shinjuku, Tokyo",55 from 21 countries,na
92604,"Sabre, Team, Men",1964 Summer Olympics,16,Fencing,22 – 23 October 1964,"Memorial Hall, Waseda Daigaku, Shinjuku, Tokyo",61 from 13 countries,na
90845,"Épée, Individual, Men",1964 Summer Olympics,16,Fencing,18 – 19 October 1964,"Memorial Hall, Waseda Daigaku, Shinjuku, Tokyo",65 from 25 countries,na
91259,"Sabre, Individual, Men",1964 Summer Olympics,16,Fencing,19 – 20 October 1964,"Memorial Hall, Waseda Daigaku, Shinjuku, Tokyo",52 from 21 countries,na
92978,"Foil, Individual, Women",1964 Summer Olympics,16,Fencing,14 – 15 October 1964,"Memorial Hall, Waseda Daigaku, Shinjuku, Tokyo",39 from 17 countries,na
91563,"Foil, Team, Men",1964 Summer Olympics,16,Fencing,15 – 16 October 1964,"Memorial Hall, Waseda Daigaku, Shinjuku, Tokyo",78 from 16 countries,na
115494,"Foil, Team, Women",1996 Summer Olympics,24,Fencing,25 July 1996,"Georgia World Congress Center, Atlanta, Georgia",33 from 11 countries,na
114829,"Foil, Team, Men",1996 Summer Olympics,24,Fencing,25 July 1996,"Georgia World Congress Center, Atlanta, Georgia",34 from 11 countries,na
115354,"Foil, Individual, Women",1996 Summer Olympics,24,Fencing,22 July 1996,"Georgia World Congress Center, Atlanta, Georgia",40 from 17 countries,na
115424,"Épée, Individual, Women",1996 Summer Olympics,24,Fencing,21 July 1996,"Georgia World Congress Center, Atlanta, Georgia",48 from 24 countries,na
114689,"Épée, Individual, Men",1996 Summer Olympics,24,Fencing,20 July 1996,"Georgia World Congress Center, Atlanta, Georgia",45 from 21 countries,na
114759,"Sabre, Individual, Men",1996 Summer Olympics,24,Fencing,21 July 1996,"Georgia World Congress Center, Atlanta, Georgia",43 from 20 countries,na
115004,"Épée, Team, Men",1996 Summer Olympics,24,Fencing,23 July 1996,"Georgia World Congress Center, Atlanta, Georgia",33 from 11 countries,na
115669,"Épée, Team, Women",1996 Summer Olympics,24,Fencing,24 July 1996,"Georgia World Congress Center, Atlanta, Georgia",33 from 11 countries,na
115179,"Sabre, Team, Men",1996 Summer Olympics,24,Fencing,24 July 1996,"Georgia World Congress Center, Atlanta, Georgia",34 from 11 countries,na
114619,"Foil, Individual, Men",1996 Summer Olympics,24,Fencing,22 July 1996,"Georgia World Congress Center, Atlanta, Georgia",45 from 19 countries,na
110989,"Sabre, Team, Men",1988 Summer Olympics,22,Fencing,28 – 29 September 1988,"Pen-sing Gyeong-ji-jang, Ol-lim-pik Gong-won, Seoul",53 from 11 countries,na
109473,"Sabre, Individual, Men",1988 Summer Olympics,22,Fencing,22 – 23 September 1988,"Pen-sing Gyeong-ji-jang, Ol-lim-pik Gong-won, Seoul",40 from 18 countries,na
111676,"Foil, Team, Women",1988 Summer Olympics,22,Fencing,27 – 28 September 1988,"Pen-sing Gyeong-ji-jang, Ol-lim-pik Gong-won, Seoul",60 from 12 countries,na
109764,"Foil, Team, Men",1988 Summer Olympics,22,Fencing,26 – 27 September 1988,"Pen-sing Gyeong-ji-jang, Ol-lim-pik Gong-won, Seoul",76 from 16 countries,na
110390,"Épée, Team, Men",1988 Summer Olympics,22,Fencing,29 – 30 September 1988,"Pen-sing Gyeong-ji-jang, Ol-lim-pik Gong-won, Seoul",85 from 18 countries,na
108488,"Foil, Individual, Men",1988 Summer Olympics,22,Fencing,20 – 21 September 1988,"Pen-sing Gyeong-ji-jang, Ol-lim-pik Gong-won, Seoul",68 from 29 countries,na
108952,"Épée, Individual, Men",1988 Summer Olympics,22,Fencing,23 – 24 September 1988,"Pen-sing Gyeong-ji-jang, Ol-lim-pik Gong-won, Seoul",79 from 33 countries,na
111376,"Foil, Individual, Women",1988 Summer Olympics,22,Fencing,21 – 22 September 1988,"Pen-sing Gyeong-ji-jang, Ol-lim-pik Gong-won, Seoul",45 from 19 countries,na
83372,"Foil, Team, Men",1936 Summer Olympics,11,Fencing,2 –  4 August 1936,"Haus des Sports, Kuppelsaal, Reichssportfeld, Berlin",97 from 18 countries,na
72859,"Sabre, Individual, Men",1908 Summer Olympics,5,Fencing,17 – 24 July 1908,"Fencing Ground just outside White City Stadium, London",76 from 11 countries,na
73233,"Épée, Team, Men",1908 Summer Olympics,5,Fencing,20 – 24 July 1908,"Fencing Ground just outside White City Stadium, London",45 from 9 countries,na
73410,"Sabre, Team, Men",1908 Summer Olympics,5,Fencing,21 – 24 July 1908,"Fencing Ground just outside White City Stadium, London",35 from 8 countries,na
72408,"Épée, Individual, Men",1908 Summer Olympics,5,Fencing,17 – 24 July 1908,"Fencing Ground just outside White City Stadium, London",85 from 13 countries,na
259382,"Sabre, Team, Men",2008 Summer Olympics,53,Fencing,17 August 2008,"Guojia Huiyi Zhongxin, Beijing Aolinpike Gongyuan, Beijing",29 from 8 countries,na
259507,"Foil, Individual, Women",2008 Summer Olympics,53,Fencing,11 August 2008,"Guojia Huiyi Zhongxin, Beijing Aolinpike Gongyuan, Beijing",41 from 24 countries,na
259681,"Épée, Individual, Women",2008 Summer Olympics,53,Fencing,13 August 2008,"Guojia Huiyi Zhongxin, Beijing Aolinpike Gongyuan, Beijing",25 from 20 countries,na
259712,"Sabre, Individual, Women",2008 Summer Olympics,53,Fencing, 9 August 2008,"Guojia Huiyi Zhongxin, Beijing Aolinpike Gongyuan, Beijing",39 from 21 countries,na
259555,"Foil, Team, Women",2008 Summer Olympics,53,Fencing,16 August 2008,"Guojia Huiyi Zhongxin, Beijing Aolinpike Gongyuan, Beijing",29 from 8 countries,na
259335,"Sabre, Individual, Men",2008 Summer Olympics,53,Fencing,12 August 2008,"Guojia Huiyi Zhongxin, Beijing Aolinpike Gongyuan, Beijing",40 from 21 countries,na
