result_id,event_title,edition,edition_id,sport,result_date,result_location,result_participants,result_detail
40000,"Individual, Men",1900 Summer Olympics,2,Golf, 2 October 1900,"Golf de Compiègne, Compiègne",12 from 3 countries,na
925229,"Individual, Handicap, Men",1900 Summer Olympics,2,Golf, 3 October 1900,"Golf de Compiègne, Compiègne",19 from 4 countries,na
40001,"Individual, Women",1900 Summer Olympics,2,Golf, 3 October 1900,"Golf de Compiègne, Compiègne",10 from 3 countries,na
925231,"Individual, Professional, Men",1900 Summer Olympics,2,Golf, 3 October 1900,"Golf de Compiègne, Compiègne",2 from 1 countries,na
926022,"Individual (Second Flight Consolation Championship), Men",1904 Summer Olympics,3,Golf,22 – 25 September 1904,"Glen Echo Country Club, Normandy",16 from 1 countries,na
926041,"Individual (Third Flight Consolation Championship), Men",1904 Summer Olympics,3,Golf,22 – 25 September 1904,"Glen Echo Country Club, Normandy",15 from 2 countries,na
925999,"Driving Contest, Men",1904 Summer Olympics,3,Golf,16 September 1904,"Glen Echo Country Club, Normandy",2 from 1 countries,na
925998,"Individual (International President's Match), Men",1904 Summer Olympics,3,Golf,23 September 1904,"Glen Echo Country Club, Normandy",2 from 2 countries,na
926060,"Individual (Fourth Flight Consolation Championship), Men",1904 Summer Olympics,3,Golf,23 September 1904,"Glen Echo Country Club, Normandy",2 from 2 countries,na
926000,"Putting Contest, Men",1904 Summer Olympics,3,Golf,17 September 1904,"Glen Echo Country Club, Normandy",2 from 1 countries,na
926002,"Individual (Qualifying for Consolation Flights), Men",1904 Summer Olympics,3,Golf,21 September 1904,"Glen Echo Country Club, Normandy",50 from 3 countries,na
40002,"Individual, Men",1904 Summer Olympics,3,Golf,19 – 24 September 1904,"Glen Echo Country Club, Normandy",75 from 3 countries,na
926001,"Team (Nassau Match), Men",1904 Summer Olympics,3,Golf,16 September 1904,"Glen Echo Country Club, Normandy",24 from 1 countries,na
40042,"Team, Men",1904 Summer Olympics,3,Golf,17 September 1904,"Glen Echo Country Club, Normandy",30 from 1 countries,na
926003,"Individual (First Flight Consolation Championship), Men",1904 Summer Olympics,3,Golf,22 – 25 September 1904,"Glen Echo Country Club, Normandy",15 from 2 countries,na
19001127,"Individual, Women",2020 Summer Olympics,61,Golf,4 –  7 August 2021,"Kasumigaseki Country Club, Kawagoe, Saitama, Japan",60 from 35 countries,na
19001120,"Individual, Men",2020 Summer Olympics,61,Golf,29 July –  1 August 2021,"Kasumigaseki Country Club, Kawagoe, Saitama, Japan",60 from 35 countries,na
351030,"Individual, Men",2016 Summer Olympics,59,Golf,11 – 14 August 2016,"Campo Olímpico de Golfe, Reserva de Marapendi, Barra da Tijuca, Rio de Janeiro",60 from 34 countries,Course Length: 6516 m (7128 y)Course Par: 71
351037,"Individual, Women",2016 Summer Olympics,59,Golf,17 – 20 August 2016,"Campo Olímpico de Golfe, Reserva de Marapendi, Barra da Tijuca, Rio de Janeiro",60 from 34 countries,Course Length: 5711 m (6245 y)Course Par: 71
316234,"Lightweight (≤73 kilograms), Men",2012 Summer Olympics,54,Judo,30 July 2012,,34 from 34 countries,na
17130,"Middleweight (≤86 kilograms), Men",1992 Summer Olympics,23,Judo,29 July 1992,"Palau Blaugrana, Barcelona",33 from 33 countries,na
17549,"Half-Heavyweight (≤72 kilograms), Women",1992 Summer Olympics,23,Judo,28 July 1992,"Palau Blaugrana, Barcelona",22 from 22 countries,na
16840,"Extra-Lightweight (≤60 kilograms), Men",1992 Summer Olympics,23,Judo, 2 August 1992,"Palau Blaugrana, Barcelona",43 from 43 countries,na
17253,"Heavyweight (>95 kilograms), Men",1992 Summer Olympics,23,Judo,27 July 1992,"Palau Blaugrana, Barcelona",28 from 28 countries,na
16912,"Half-Lightweight (≤65 kilograms), Men",1992 Summer Olympics,23,Judo, 1 August 1992,"Palau Blaugrana, Barcelona",46 from 46 countries,na
17504,"Middleweight (≤66 kilograms), Women",1992 Summer Olympics,23,Judo,29 July 1992,"Palau Blaugrana, Barcelona",21 from 21 countries,na
17191,"Half-Heavyweight (≤95 kilograms), Men",1992 Summer Olympics,23,Judo,28 July 1992,"Palau Blaugrana, Barcelona",34 from 34 countries,na
17060,"Half-Middleweight (≤78 kilograms), Men",1992 Summer Olympics,23,Judo,30 July 1992,"Palau Blaugrana, Barcelona",42 from 42 countries,na
16988,"Lightweight (≤71 kilograms), Men",1992 Summer Olympics,23,Judo,31 July 1992,"Palau Blaugrana, Barcelona",44 from 44 countries,na
17307,"Extra-Lightweight (≤48 kilograms), Women",1992 Summer Olympics,23,Judo, 2 August 1992,"Palau Blaugrana, Barcelona",22 from 22 countries,na
17595,"Heavyweight (>72 kilograms), Women",1992 Summer Olympics,23,Judo,27 July 1992,"Palau Blaugrana, Barcelona",21 from 21 countries,na
17451,"Half-Middleweight (≤61 kilograms), Women",1992 Summer Olympics,23,Judo,30 July 1992,"Palau Blaugrana, Barcelona",29 from 29 countries,na
17356,"Half-Lightweight (≤52 kilograms), Women",1992 Summer Olympics,23,Judo, 1 August 1992,"Palau Blaugrana, Barcelona",25 from 25 countries,na
17405,"Lightweight (≤56 kilograms), Women",1992 Summer Olympics,23,Judo,31 July 1992,"Palau Blaugrana, Barcelona",23 from 23 countries,na
316468,"Middleweight (≤70 kilograms), Women",2012 Summer Olympics,54,Judo, 1 August 2012,"ExCeL, Newham, London (Hall 2)",22 from 22 countries,na
316636,"Half-Heavyweight (≤100 kilograms), Men",2012 Summer Olympics,54,Judo, 2 August 2012,"ExCeL, Newham, London (Hall 2)",30 from 30 countries,na
316678,"Heavyweight (>100 kilograms), Men",2012 Summer Olympics,54,Judo, 3 August 2012,"ExCeL, Newham, London (Hall 2)",31 from 31 countries,na
316594,"Heavyweight (>78 kilograms), Women",2012 Summer Olympics,54,Judo, 3 August 2012,"ExCeL, Newham, London (Hall 2)",20 from 20 countries,na
316351,"Half-Middleweight (≤63 kilograms), Women",2012 Summer Olympics,54,Judo,31 July 2012,"ExCeL, Newham, London (Hall 2)",24 from 24 countries,na
316309,"Lightweight (≤57 kilograms), Women",2012 Summer Olympics,54,Judo,30 July 2012,"ExCeL, Newham, London (Hall 2)",24 from 24 countries,na
316552,"Half-Heavyweight (≤78 kilograms), Women",2012 Summer Olympics,54,Judo, 2 August 2012,"ExCeL, Newham, London (Hall 2)",21 from 21 countries,na
316075,"Extra-Lightweight (≤48 kilograms), Women",2012 Summer Olympics,54,Judo,28 July 2012,"ExCeL, Newham, London (Hall 2)",19 from 19 countries,na
316510,"Middleweight (≤90 kilograms), Men",2012 Summer Olympics,54,Judo, 1 August 2012,"ExCeL, Newham, London (Hall 2)",30 from 30 countries,na
316192,"Half-Lightweight (≤52 kilograms), Women",2012 Summer Olympics,54,Judo,29 July 2012,"ExCeL, Newham, London (Hall 2)",23 from 23 countries,na
316117,"Half-Lightweight (≤66 kilograms), Men",2012 Summer Olympics,54,Judo,29 July 2012,"ExCeL, Newham, London (Hall 2)",36 from 36 countries,na
316000,"Extra-Lightweight (≤60 kilograms), Men",2012 Summer Olympics,54,Judo,28 July 2012 — 09:30,"ExCeL, Newham, London (Hall 2)",37 from 37 countries,na
316393,"Half-Middleweight (≤81 kilograms), Men",2012 Summer Olympics,54,Judo,31 July 2012,"ExCeL, Newham, London (Hall 2)",33 from 33 countries,na
900513,"Lightweight (≤56 kilograms), Women",1988 Summer Olympics,22,Judo,27 September 1988,"Jang-chung Che-yuk-gwan, Seoul",8 from 8 countries,na
900543,"Half-Heavyweight (≤72 kilograms), Women",1988 Summer Olympics,22,Judo,30 September 1988,"Jang-chung Che-yuk-gwan, Seoul",7 from 7 countries,na
16697,"Middleweight (≤86 kilograms), Men",1988 Summer Olympics,22,Judo,29 September 1988,"Jang-chung Che-yuk-gwan, Seoul",36 from 36 countries,na
900523,"Half-Middleweight (≤61 kilograms), Women",1988 Summer Olympics,22,Judo,28 September 1988,"Jang-chung Che-yuk-gwan, Seoul",8 from 8 countries,na
900553,"Heavyweight (>72 kilograms), Women",1988 Summer Olympics,22,Judo, 1 October 1988,"Jang-chung Che-yuk-gwan, Seoul",7 from 7 countries,na
900503,"Half-Lightweight (≤52 kilograms), Women",1988 Summer Olympics,22,Judo,26 September 1988,"Jang-chung Che-yuk-gwan, Seoul",8 from 8 countries,na
16634,"Half-Middleweight (≤78 kilograms), Men",1988 Summer Olympics,22,Judo,28 September 1988,"Jang-chung Che-yuk-gwan, Seoul",41 from 41 countries,na
900533,"Middleweight (≤66 kilograms), Women",1988 Summer Olympics,22,Judo,29 September 1988,"Jang-chung Che-yuk-gwan, Seoul",8 from 8 countries,na
16754,"Half-Heavyweight (≤95 kilograms), Men",1988 Summer Olympics,22,Judo,30 September 1988,"Jang-chung Che-yuk-gwan, Seoul",21 from 21 countries,na
16446,"Extra-Lightweight (≤60 kilograms), Men",1988 Summer Olympics,22,Judo,25 September 1988,"Jang-chung Che-yuk-gwan, Seoul",36 from 36 countries,na
16505,"Half-Lightweight (≤65 kilograms), Men",1988 Summer Olympics,22,Judo,26 September 1988,"Jang-chung Che-yuk-gwan, Seoul",42 from 42 countries,na
16794,"Heavyweight (>95 kilograms), Men",1988 Summer Olympics,22,Judo, 1 October 1988,"Jang-chung Che-yuk-gwan, Seoul",26 from 26 countries,na
16571,"Lightweight (≤71 kilograms), Men",1988 Summer Olympics,22,Judo,27 September 1988,"Jang-chung Che-yuk-gwan, Seoul",41 from 41 countries,na
900493,"Extra-Lightweight (≤48 kilograms), Women",1988 Summer Olympics,22,Judo,25 September 1988,"Jang-chung Che-yuk-gwan, Seoul",7 from 7 countries,na
15091,"Heavyweight (>80 kilograms), Men",1964 Summer Olympics,16,Judo,22 October 1964 — 13:00-18:00,"Nippon Budokan, Chiyoda, Tokyo",14 from 12 countries,na
15118,"Open Class, Men",1964 Summer Olympics,16,Judo,23 October 1964 — 13:00-18:00,"Nippon Budokan, Chiyoda, Tokyo",9 from 9 countries,na
18001298,"Lightweight (≤57 kilograms), Women",2020 Summer Olympics,61,Judo,26 July 2021,"Nippon Budokan, Chiyoda, Tokyo",25 from 25 countries,na
18000962,"Half-Lightweight (≤66 kilograms), Men",2020 Summer Olympics,61,Judo,25 July 2021,"Nippon Budokan, Chiyoda, Tokyo",27 from 27 countries,na
18001214,"Extra-Lightweight (≤48 kilograms), Women",2020 Summer Olympics,61,Judo,24 July 2021,"Nippon Budokan, Chiyoda, Tokyo",28 from 28 countries,na
15000,"Lightweight (≤68 kilograms), Men",1964 Summer Olympics,16,Judo,20 October 1964 — 13:00-18:00,"Nippon Budokan, Chiyoda, Tokyo",24 from 18 countries,na
18001382,"Middleweight (≤70 kilograms), Women",2020 Summer Olympics,61,Judo,28 July 2021,"Nippon Budokan, Chiyoda, Tokyo",28 from 28 countries,na
18000920,"Extra-Lightweight (≤60 kilograms), Men",2020 Summer Olympics,61,Judo,24 July 2021,"Nippon Budokan, Chiyoda, Tokyo",23 from 23 countries,na
18001256,"Half-Lightweight (≤52 kilograms), Women",2020 Summer Olympics,61,Judo,25 July 2021,"Nippon Budokan, Chiyoda, Tokyo",29 from 29 countries,na
18001466,"Heavyweight (>78 kilograms), Women",2020 Summer Olympics,61,Judo,30 July 2021,"Nippon Budokan, Chiyoda, Tokyo",27 from 27 countries,na
18001340,"Half-Middleweight (≤63 kilograms), Women",2020 Summer Olympics,61,Judo,27 July 2021,"Nippon Budokan, Chiyoda, Tokyo",30 from 30 countries,na
18001172,"Heavyweight (>100 kilograms), Men",2020 Summer Olympics,61,Judo,30 July 2021,"Nippon Budokan, Chiyoda, Tokyo",22 from 22 countries,na
15046,"Middleweight (≤80 kilograms), Men",1964 Summer Olympics,16,Judo,21 October 1964 — 13:00-18:00,"Nippon Budokan, Chiyoda, Tokyo",25 from 20 countries,na
18001130,"Half-Heavyweight (≤100 kilograms), Men",2020 Summer Olympics,61,Judo,29 July 2021,"Nippon Budokan, Chiyoda, Tokyo",24 from 24 countries,na
18000780,"Team, Mixed",2020 Summer Olympics,61,Judo,31 July 2021,"Nippon Budokan, Chiyoda, Tokyo",82 from 12 countries,na
18001424,"Half-Heavyweight (≤78 kilograms), Women",2020 Summer Olympics,61,Judo,29 July 2021,"Nippon Budokan, Chiyoda, Tokyo",24 from 24 countries,na
260247,"Half-Lightweight (≤66 kilograms), Men",2008 Summer Olympics,53,Judo,10 August 2008 — 12:00,"Beijing Keji Daxue Tiyuguan, Beijing",33 from 33 countries,na
260598,"Extra-Lightweight (≤48 kilograms), Women",2008 Summer Olympics,53,Judo, 9 August 2008 — 12:00,"Beijing Keji Daxue Tiyuguan, Beijing",23 from 23 countries,na
260644,"Half-Lightweight (≤52 kilograms), Women",2008 Summer Olympics,53,Judo,10 August 2008 — 12:00,"Beijing Keji Daxue Tiyuguan, Beijing",22 from 22 countries,na
260781,"Middleweight (≤70 kilograms), Women",2008 Summer Olympics,53,Judo,13 August 2008 — 12:00,"Beijing Keji Daxue Tiyuguan, Beijing",22 from 22 countries,na
260872,"Heavyweight (>78 kilograms), Women",2008 Summer Olympics,53,Judo,15 August 2008 — 12:00,"Beijing Keji Daxue Tiyuguan, Beijing",21 from 21 countries,na
260306,"Lightweight (≤73 kilograms), Men",2008 Summer Olympics,53,Judo,11 August 2008 — 12:00,"Beijing Keji Daxue Tiyuguan, Beijing",32 from 32 countries,na
260537,"Heavyweight (>100 kilograms), Men",2008 Summer Olympics,53,Judo,15 August 2008 — 12:00,"Beijing Keji Daxue Tiyuguan, Beijing",34 from 34 countries,na
260480,"Half-Heavyweight (≤100 kilograms), Men",2008 Summer Olympics,53,Judo,14 August 2008 — 12:00,"Beijing Keji Daxue Tiyuguan, Beijing",32 from 32 countries,na
260363,"Half-Middleweight (≤81 kilograms), Men",2008 Summer Olympics,53,Judo,12 August 2008 — 12:00,"Beijing Keji Daxue Tiyuguan, Beijing",35 from 35 countries,na
260425,"Middleweight (≤90 kilograms), Men",2008 Summer Olympics,53,Judo,13 August 2008 — 12:00,"Beijing Keji Daxue Tiyuguan, Beijing",31 from 31 countries,na
260689,"Lightweight (≤57 kilograms), Women",2008 Summer Olympics,53,Judo,11 August 2008 — 12:00,"Beijing Keji Daxue Tiyuguan, Beijing",22 from 22 countries,na
260827,"Half-Heavyweight (≤78 kilograms), Women",2008 Summer Olympics,53,Judo,14 August 2008 — 12:00,"Beijing Keji Daxue Tiyuguan, Beijing",21 from 21 countries,na
260734,"Half-Middleweight (≤63 kilograms), Women",2008 Summer Olympics,53,Judo,12 August 2008 — 12:00,"Beijing Keji Daxue Tiyuguan, Beijing",25 from 25 countries,na
260188,"Extra-Lightweight (≤60 kilograms), Men",2008 Summer Olympics,53,Judo, 9 August 2008 — 12:00,"Beijing Keji Daxue Tiyuguan, Beijing",33 from 33 countries,na
19578,"Half-Lightweight (≤52 kilograms), Women",2004 Summer Olympics,26,Judo,15 August 2004,"Olympiako Gymnastirio Ano Liosion, Ano Liossia",24 from 24 countries,na
19359,"Middleweight (≤90 kilograms), Men",2004 Summer Olympics,26,Judo,18 August 2004,"Olympiako Gymnastirio Ano Liosion, Ano Liossia",32 from 32 countries,na
19625,"Lightweight (≤57 kilograms), Women",2004 Summer Olympics,26,Judo,16 August 2004,"Olympiako Gymnastirio Ano Liosion, Ano Liossia",23 from 23 countries,na
19717,"Middleweight (≤70 kilograms), Women",2004 Summer Olympics,26,Judo,18 August 2004,"Olympiako Gymnastirio Ano Liosion, Ano Liossia",23 from 23 countries,na
19475,"Heavyweight (>100 kilograms), Men",2004 Summer Olympics,26,Judo,20 August 2004,"Olympiako Gymnastirio Ano Liosion, Ano Liossia",33 from 33 countries,na
19125,"Extra-Lightweight (≤60 kilograms), Men",2004 Summer Olympics,26,Judo,14 August 2004,"Olympiako Gymnastirio Ano Liosion, Ano Liossia",33 from 33 countries,na
19184,"Half-Lightweight (≤66 kilograms), Men",2004 Summer Olympics,26,Judo,15 August 2004,"Olympiako Gymnastirio Ano Liosion, Ano Liossia",31 from 31 countries,na
19762,"Half-Heavyweight (≤78 kilograms), Women",2004 Summer Olympics,26,Judo,19 August 2004,"Olympiako Gymnastirio Ano Liosion, Ano Liossia",21 from 21 countries,na
19241,"Lightweight (≤73 kilograms), Men",2004 Summer Olympics,26,Judo,16 August 2004,"Olympiako Gymnastirio Ano Liosion, Ano Liossia",33 from 33 countries,na
19302,"Half-Middleweight (≤81 kilograms), Men",2004 Summer Olympics,26,Judo,17 August 2004,"Olympiako Gymnastirio Ano Liosion, Ano Liossia",32 from 32 countries,na
19416,"Half-Heavyweight (≤100 kilograms), Men",2004 Summer Olympics,26,Judo,19 August 2004,"Olympiako Gymnastirio Ano Liosion, Ano Liossia",33 from 33 countries,na
19672,"Half-Middleweight (≤63 kilograms), Women",2004 Summer Olympics,26,Judo,17 August 2004,"Olympiako Gymnastirio Ano Liosion, Ano Liossia",22 from 22 countries,na
19534,"Extra-Lightweight (≤48 kilograms), Women",2004 Summer Olympics,26,Judo,14 August 2004,"Olympiako Gymnastirio Ano Liosion, Ano Liossia",22 from 22 countries,na
19806,"Heavyweight (>78 kilograms), Women",2004 Summer Olympics,26,Judo,20 August 2004,"Olympiako Gymnastirio Ano Liosion, Ano Liossia",22 from 22 countries,na
15391,"Open Class, Men",1972 Summer Olympics,18,Judo, 9 September 1972,"Basketballhalle, Siegenburger Straße, München",26 from 26 countries,na
15351,"Heavyweight (>93 kilograms), Men",1972 Summer Olympics,18,Judo,31 August 1972,"Basketballhalle, Siegenburger Straße, München",19 from 19 countries,na
15299,"Half-Heavyweight (≤93 kilograms), Men",1972 Summer Olympics,18,Judo, 1 September 1972,"Ringer-Judo-Halle, Messegelände (Halle 14), München",29 from 29 countries,na
15139,"Lightweight (≤63 kilograms), Men",1972 Summer Olympics,18,Judo, 4 September 1972,"Ringer-Judo-Halle, Messegelände (Halle 14), München",29 from 29 countries,na
15240,"Middleweight (≤80 kilograms), Men",1972 Summer Olympics,18,Judo, 2 September 1972,"Ringer-Judo-Halle, Messegelände (Halle 14), München",35 from 35 countries,na
15190,"Half-Middleweight (≤70 kilograms), Men",1972 Summer Olympics,18,Judo, 3 September 1972,"Ringer-Judo-Halle, Messegelände (Halle 14), München",28 from 28 countries,na
18008,"Heavyweight (>95 kilograms), Men",1996 Summer Olympics,24,Judo,20 July 1996,"Georgia World Congress Center, Atlanta, Georgia (Hall H)",33 from 33 countries,na
17825,"Half-Middleweight (≤78 kilograms), Men",1996 Summer Olympics,24,Judo,23 July 1996,"Georgia World Congress Center, Atlanta, Georgia (Hall H)",34 from 34 countries,na
18204,"Half-Middleweight (≤61 kilograms), Women",1996 Summer Olympics,24,Judo,23 July 1996,"Georgia World Congress Center, Atlanta, Georgia (Hall H)",24 from 24 countries,na
18158,"Lightweight (≤56 kilograms), Women",1996 Summer Olympics,24,Judo,24 July 1996,"Georgia World Congress Center, Atlanta, Georgia (Hall H)",22 from 22 countries,na
17763,"Lightweight (≤71 kilograms), Men",1996 Summer Olympics,24,Judo,24 July 1996,"Georgia World Congress Center, Atlanta, Georgia (Hall H)",35 from 35 countries,na
18338,"Heavyweight (>72 kilograms), Women",1996 Summer Olympics,24,Judo,20 July 1996,"Georgia World Congress Center, Atlanta, Georgia (Hall H)",20 from 20 countries,na
17947,"Half-Heavyweight (≤95 kilograms), Men",1996 Summer Olympics,24,Judo,21 July 1996,"Georgia World Congress Center, Atlanta, Georgia (Hall H)",32 from 32 countries,na
18252,"Middleweight (≤66 kilograms), Women",1996 Summer Olympics,24,Judo,22 July 1996,"Georgia World Congress Center, Atlanta, Georgia (Hall H)",20 from 20 countries,na
18069,"Extra-Lightweight (≤48 kilograms), Women",1996 Summer Olympics,24,Judo,26 July 1996,"Georgia World Congress Center, Atlanta, Georgia (Hall H)",23 from 23 countries,na
17886,"Middleweight (≤86 kilograms), Men",1996 Summer Olympics,24,Judo,22 July 1996,"Georgia World Congress Center, Atlanta, Georgia (Hall H)",33 from 33 countries,na
18294,"Half-Heavyweight (≤72 kilograms), Women",1996 Summer Olympics,24,Judo,21 July 1996,"Georgia World Congress Center, Atlanta, Georgia (Hall H)",21 from 21 countries,na
17701,"Half-Lightweight (≤65 kilograms), Men",1996 Summer Olympics,24,Judo,25 July 1996,"Georgia World Congress Center, Atlanta, Georgia (Hall H)",35 from 35 countries,na
17640,"Extra-Lightweight (≤60 kilograms), Men",1996 Summer Olympics,24,Judo,26 July 1996,"Georgia World Congress Center, Atlanta, Georgia (Hall H)",34 from 34 countries,na
18115,"Half-Lightweight (≤52 kilograms), Women",1996 Summer Olympics,24,Judo,25 July 1996,"Georgia World Congress Center, Atlanta, Georgia (Hall H)",21 from 21 countries,na
15646,"Heavyweight (>93 kilograms), Men",1976 Summer Olympics,19,Judo,26 July 1976 — 14:00-20:00,"Vélodrome olympique, Parc olympique, Montréal, Québec",19 from 19 countries,na
15492,"Half-Middleweight (≤70 kilograms), Men",1976 Summer Olympics,19,Judo,29 July 1976 — 14:00-20:00,"Vélodrome olympique, Parc olympique, Montréal, Québec",26 from 26 countries,na
15684,"Open Class, Men",1976 Summer Olympics,19,Judo,31 July 1976 — 14:00-20:00,"Vélodrome olympique, Parc olympique, Montréal, Québec",23 from 23 countries,na
15442,"Lightweight (≤63 kilograms), Men",1976 Summer Olympics,19,Judo,30 July 1976 — 14:00-20:00,"Vélodrome olympique, Parc olympique, Montréal, Québec",27 from 27 countries,na
15591,"Half-Heavyweight (≤93 kilograms), Men",1976 Summer Olympics,19,Judo,27 July 1976 — 14:00-20:00,"Vélodrome olympique, Parc olympique, Montréal, Québec",32 from 32 countries,na
15540,"Middleweight (≤80 kilograms), Men",1976 Summer Olympics,19,Judo,28 July 1976 — 14:00-20:00,"Vélodrome olympique, Parc olympique, Montréal, Québec",27 from 27 countries,na
16038,"Open Class, Men",1980 Summer Olympics,20,Judo, 2 August 1980 — 10:00-19:00,"Dvorets sporta, Tsentralny stadion imeni V. I. Lenina, Moskva",18 from 18 countries,na
16004,"Heavyweight (>95 kilograms), Men",1980 Summer Olympics,20,Judo,27 July 1980 — 10:00-19:00,"Dvorets sporta, Tsentralny stadion imeni V. I. Lenina, Moskva",16 from 16 countries,na
15917,"Middleweight (≤86 kilograms), Men",1980 Summer Olympics,20,Judo,28 July 1980 — 10:00-19:00,"Dvorets sporta, Tsentralny stadion imeni V. I. Lenina, Moskva",25 from 25 countries,na
15875,"Half-Middleweight (≤78 kilograms), Men",1980 Summer Olympics,20,Judo,29 July 1980 — 10:00-19:00,"Dvorets sporta, Tsentralny stadion imeni V. I. Lenina, Moskva",23 from 23 countries,na
15779,"Half-Lightweight (≤65 kilograms), Men",1980 Summer Olympics,20,Judo,31 July 1980 — 10:00-19:00,"Dvorets sporta, Tsentralny stadion imeni V. I. Lenina, Moskva",29 from 29 countries,na
15962,"Half-Heavyweight (≤95 kilograms), Men",1980 Summer Olympics,20,Judo,27 July 1980 — 10:00-19:00,"Dvorets sporta, Tsentralny stadion imeni V. I. Lenina, Moskva",23 from 23 countries,na
15731,"Extra-Lightweight (≤60 kilograms), Men",1980 Summer Olympics,20,Judo, 1 August 1980 — 10:00-19:00,"Dvorets sporta, Tsentralny stadion imeni V. I. Lenina, Moskva",29 from 29 countries,na
15827,"Lightweight (≤71 kilograms), Men",1980 Summer Olympics,20,Judo,30 July 1980 — 10:00-19:00,"Dvorets sporta, Tsentralny stadion imeni V. I. Lenina, Moskva",30 from 30 countries,na
354922,"Extra-Lightweight (≤48 kilograms), Women",2016 Summer Olympics,59,Judo, 6 August 2016,"Arena Carioca 2, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",23 from 23 countries,na
355090,"Middleweight (≤70 kilograms), Women",2016 Summer Olympics,59,Judo,10 August 2016,"Arena Carioca 2, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",24 from 24 countries,na
355006,"Lightweight (≤57 kilograms), Women",2016 Summer Olympics,59,Judo, 8 August 2016,"Arena Carioca 2, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",23 from 23 countries,na
355174,"Heavyweight (>78 kilograms), Women",2016 Summer Olympics,59,Judo,12 August 2016,"Arena Carioca 2, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",17 from 17 countries,na
354805,"Half-Heavyweight (≤100 kilograms), Men",2016 Summer Olympics,59,Judo,11 August 2016,"Arena Carioca 2, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",34 from 34 countries,na
354964,"Half-Lightweight (≤52 kilograms), Women",2016 Summer Olympics,59,Judo, 7 August 2016,"Arena Carioca 2, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",21 from 21 countries,na
354655,"Half-Middleweight (≤81 kilograms), Men",2016 Summer Olympics,59,Judo, 9 August 2016,"Arena Carioca 2, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",33 from 33 countries,na
354430,"Extra-Lightweight (≤60 kilograms), Men",2016 Summer Olympics,59,Judo, 6 August 2016,"Arena Carioca 2, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",35 from 35 countries,na
354880,"Heavyweight (>100 kilograms), Men",2016 Summer Olympics,59,Judo,12 August 2016,"Arena Carioca 2, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",31 from 31 countries,na
354580,"Lightweight (≤73 kilograms), Men",2016 Summer Olympics,59,Judo, 8 August 2016,"Arena Carioca 2, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",35 from 35 countries,na
354505,"Half-Lightweight (≤66 kilograms), Men",2016 Summer Olympics,59,Judo, 7 August 2016,"Arena Carioca 2, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",34 from 34 countries,na
355132,"Half-Heavyweight (≤78 kilograms), Women",2016 Summer Olympics,59,Judo,11 August 2016,"Arena Carioca 2, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",18 from 18 countries,na
355048,"Half-Middleweight (≤63 kilograms), Women",2016 Summer Olympics,59,Judo, 9 August 2016,"Arena Carioca 2, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",26 from 26 countries,na
354730,"Middleweight (≤90 kilograms), Men",2016 Summer Olympics,59,Judo,10 August 2016,"Arena Carioca 2, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",35 from 35 countries,na
16178,"Lightweight (≤71 kilograms), Men",1984 Summer Olympics,21,Judo, 6 August 1984 — 16:00-20:00,"Eagle's Nest Arena, California State University at Los Angeles, Los Angeles, California",31 from 31 countries,na
16075,"Extra-Lightweight (≤60 kilograms), Men",1984 Summer Olympics,21,Judo, 4 August 1984 — 16:00-20:00,"Eagle's Nest Arena, California State University at Los Angeles, Los Angeles, California",27 from 27 countries,na
16229,"Half-Middleweight (≤78 kilograms), Men",1984 Summer Olympics,21,Judo, 7 August 1984 — 16:00-20:00,"Eagle's Nest Arena, California State University at Los Angeles, Los Angeles, California",38 from 38 countries,na
16342,"Half-Heavyweight (≤95 kilograms), Men",1984 Summer Olympics,21,Judo, 9 August 1984 — 16:00-20:00,"Eagle's Nest Arena, California State University at Los Angeles, Los Angeles, California",22 from 22 countries,na
16121,"Half-Lightweight (≤65 kilograms), Men",1984 Summer Olympics,21,Judo, 5 August 1984 — 16:00-20:00,"Eagle's Nest Arena, California State University at Los Angeles, Los Angeles, California",34 from 34 countries,na
16293,"Middleweight (≤86 kilograms), Men",1984 Summer Olympics,21,Judo, 8 August 1984 — 16:00-20:00,"Eagle's Nest Arena, California State University at Los Angeles, Los Angeles, California",29 from 29 countries,na
16416,"Open Class, Men",1984 Summer Olympics,21,Judo,11 August 1984 — 16:00-20:00,"Eagle's Nest Arena, California State University at Los Angeles, Los Angeles, California",15 from 15 countries,na
