Country,Code,Year,GDP_gross,GDP_pc,Region,GII,Gini
Spain,ESP,2016,2048244939445,44063.383,Europe,0.07,0.35757092
Spain,ESP,2017,2107562974810,45233.24,Europe,0.067,0.34651256
Spain,ESP,2018,2158047774432,46114.344,Europe,0.062,0.34716326
Spain,ESP,2019,2200370944084,46682.477,Europe,0.055,0.34303713
Spain,ESP,2020,1959648808037,41372.78,Europe,0.049,0.34863642
Spain,ESP,2021,2090614963398,44091.11,Europe,0.043,0.3388591
Spain,ESP,2022,2219800589424,46479.086,Europe,0.045,0.3357942
Spain,ESP,2023,2279194983404,47141.543,Europe,0.043,
United States,USA,1990,11077900303189,44378.523,North America,0.289,0.38262486
United States,USA,1991,11065901509335,43742.027,North America,0.292,0.38044837
United States,USA,1992,11455697578395,44659.152,North America,0.291,0.38372794
United States,USA,1993,11770934990303,45286.934,North America,0.293,0.40363088
United States,USA,1994,12245188636483,46537.355,North America,0.293,0.3998538
United States,USA,1995,12573902243850,47220.957,North America,0.292,0.39853597
United States,USA,1996,13048286993253,48435.7,North America,0.287,0.40308315
United States,USA,1997,13628561010065,49984.27,North America,0.282,0.40524122
United States,USA,1998,14239547573257,51619.87,North America,0.281,0.3995175
United States,USA,1999,14921397636720,53474.047,North America,0.275,0.3998439
United States,USA,2000,15529830421656,55038.62,North America,0.276,0.4013887
United States,USA,2001,15678223906470,55017.305,North America,0.269,0.40594274
United States,USA,2002,15944823845281,55436.117,North America,0.268,0.40352023
United States,USA,2003,16390578291949,56498.207,North America,0.265,0.4077004
United States,USA,2004,17021250323630,58131.633,North America,0.26,0.4054555
United States,USA,2005,17614194078716,59604.754,North America,0.258,0.41260278
United States,USA,2006,18104668294995,60676.566,North America,0.254,0.41693398
United States,USA,2007,18467460192997,61306.598,North America,0.254,0.41088763
United States,USA,2008,18488436872853,60798.434,North America,0.255,0.41092274
United States,USA,2009,18012082253511,58714.973,North America,0.26,0.40849945
United States,USA,2010,18497542558601,59799.285,North America,0.245,0.40241358
United States,USA,2011,18786919382280,60294.98,North America,0.244,0.41163278
United States,USA,2012,19216973268992,61224.406,North America,0.235,0.41155744
United States,USA,2013,19623956113038,62089.348,North America,0.231,0.4087145
United States,USA,2014,20119229405792,63191.246,North America,0.221,0.4173704
United States,USA,2015,20711851459007,64575.406,North America,0.217,0.41455927
United States,USA,2016,21088693545824,65275.57,North America,0.214,0.4133007
United States,USA,2017,21606973981864,66458.02,North America,0.21,0.4138584
United States,USA,2018,22247945960330,68070.21,North America,0.195,0.417826
United States,USA,2019,22822794023500,69511.766,North America,0.191,0.4190184
United States,USA,2020,22329130338514,67352.39,North America,0.181,0.40001062
United States,USA,2021,23681171000000,71318.305,North America,0.176,0.3969645
United States,USA,2022,24276130895651,72841.92,North America,0.173,0.416991
United States,USA,2023,24977117772096,74577.51,North America,0.169,0.41818878
Uruguay,URY,1990,43792346295,14106.527,South America,0.426,
Uruguay,URY,1991,45342073570,14521.76,South America,0.429,
Uruguay,URY,1992,48938420224,15586.964,South America,0.426,
Uruguay,URY,1993,50238981306,15916.822,South America,0.426,
Uruguay,URY,1994,53897053675,16987.04,South America,0.426,
Uruguay,URY,1995,53116840482,16653.97,South America,0.422,
Uruguay,URY,1996,56079675410,17490.334,South America,0.419,
Uruguay,URY,1997,60873188404,18885.1,South America,0.415,
Uruguay,URY,1998,63623980886,19641.396,South America,0.41,
Uruguay,URY,1999,62656294545,19255.072,South America,0.381,
Uruguay,URY,2000,61447071522,18812.98,South America,0.379,
Uruguay,URY,2001,59084966236,18045.338,South America,0.367,
Uruguay,URY,2002,54516512383,16626.63,South America,0.363,
Uruguay,URY,2003,54955525089,16748.678,South America,0.357,
Uruguay,URY,2004,57705587689,17576.299,South America,0.352,
Uruguay,URY,2005,62010500777,18872.436,South America,0.351,
Uruguay,URY,2006,64552049119,19623.63,South America,0.349,0.4594138
Uruguay,URY,2007,68774728413,20871.482,South America,0.337,0.46404767
Uruguay,URY,2008,73710102417,22321.67,South America,0.333,0.45081532
Uruguay,URY,2009,76837986334,23213.256,South America,0.324,0.4554152
Uruguay,URY,2010,82833969175,24960.666,South America,0.318,0.4447481
Uruguay,URY,2011,87109968853,26184.115,South America,0.325,0.42175147
Uruguay,URY,2012,90192075235,27040.85,South America,0.324,0.39900434
Uruguay,URY,2013,94374767564,28210.84,South America,0.326,0.40450794
Uruguay,URY,2014,97431369259,29029.104,South America,0.326,0.40110943
Uruguay,URY,2015,97792587543,29035.658,South America,0.29,0.401286
Uruguay,URY,2016,99445084893,29427.865,South America,0.284,0.39695355
Uruguay,URY,2017,101175803767,29859.129,South America,0.26,0.3946439
Uruguay,URY,2018,101342518889,29854.62,South America,0.254,0.3968712
Uruguay,URY,2019,102283333210,30108.074,South America,0.256,0.39676315
Uruguay,URY,2020,94734678136,27871.6,South America,0.235,0.40155625
Uruguay,URY,2021,100003719372,29441.477,South America,0.221,0.4077686
Uruguay,URY,2022,104711152067,30879.93,South America,0.218,0.40551695
Uruguay,URY,2023,105095939557,31019.31,South America,0.218,0.40867537
